id,value
id_0,26.4093407246
id_1,61.1412687726
id_2,20.2903132539
id_3,28.8554293717
id_4,10.5219996676
id_5,35.7769547062
id_6,39.2372588151
id_7,16.6934165317
id_8,48.1423786234
id_9,32.9725760803
id_10,38.9809005905
id_11,58.019174389
id_12,37.1525107662
id_13,41.0932429097
id_14,26.8229971511
id_15,12.9624966794
id_16,52.9434346518
id_17,22.6056795987
id_18,19.3849949059
id_19,19.6998275173
id_20,14.9463681851
id_21,28.5226929488
id_22,36.8822277529
id_23,9.92124919894
id_24,57.932248096
id_25,44.1002748655
id_26,28.4430454408
id_27,9.37221715695
id_28,28.8248983883
id_29,35.6145026766
id_30,18.3180581302
id_31,11.9751973915
id_32,16.5493511862
id_33,6.97038013015
id_34,18.3695948196
id_35,39.2902644525
id_36,19.8305793795
id_37,28.5763062238
id_38,6.45560161703
id_39,59.5632533381
id_40,46.7703033172
id_41,17.3259013383
id_42,49.3643800618
id_43,18.4469966623
id_44,43.1952236079
id_45,51.2041567671
id_46,61.4193879841
id_47,39.9829887021
id_48,50.6650535346
id_49,41.4919208852
id_50,30.4858744436
id_51,24.8712913928
id_52,40.9152489294
id_53,25.2466397931
id_54,38.0009986147
id_55,39.548648908
id_56,24.7920977114
id_57,21.9725158216
id_58,37.623576214
id_59,31.3686979233
id_60,15.5500623174
id_61,23.5004773018
id_62,31.5065640152
id_63,54.1401568098
id_64,48.7355440762
id_65,26.6520010763
id_66,41.0074189749
id_67,54.1755192616
id_68,27.8163696721
id_69,39.0868083307
id_70,64.4083352071
id_71,53.1531408753
id_72,43.5100269429
id_73,11.5810816585
id_74,12.252251283
id_75,35.7363726054
id_76,60.1747537792
id_77,3.60732462042
id_78,44.6145071493
id_79,40.314268345
id_80,8.26864163373
id_81,22.339172698
id_82,7.8974381588
id_83,34.0212376996
id_84,10.9436208459
id_85,5.57287545863
id_86,16.3485363939
id_87,11.7827254288
id_88,13.6885522033
id_89,27.9725582734
id_90,30.1129756233
id_91,11.4453948133
id_92,14.0934758943
id_93,7.97764082394
id_94,36.2602880514
id_95,16.2898928126
id_96,15.3788640095
id_97,8.77090602915
id_98,10.8058333326
id_99,4.42815515685
id_100,13.0080249512
id_101,18.3730351694
id_102,11.2529132265
id_103,5.60036496536
id_104,14.2607506347
id_105,36.4298913699
id_106,27.5861540017
id_107,8.2353452605
id_108,17.1470219604
id_109,16.6466512862
id_110,14.0714166146
id_111,17.3964804973
id_112,13.2753318736
id_113,28.2199425714
id_114,22.4274061494
id_115,15.4327133673
id_116,9.45726564908
id_117,44.1084951087
id_118,29.5961742051
id_119,1.92350686104
id_120,2.29542020279
id_121,11.993683456
id_122,15.7264192574
id_123,15.5803246939
id_124,6.64501715439
id_125,26.3864091253
id_126,21.5203156335
id_127,13.663715575
id_128,20.162007348
id_129,18.1716692254
id_130,4.42052445921
id_131,35.9969195157
id_132,14.472883969
id_133,27.529294122
id_134,23.7092079347
id_135,20.8524438126
id_136,10.5045878903
id_137,20.0923599134
id_138,76.9390613294
id_139,63.8033770717
id_140,27.3412430878
id_141,17.1328773568
id_142,24.7910161318
id_143,8.38405940913
id_144,11.4749686881
id_145,10.9375923921
id_146,21.4648766059
id_147,7.58056193568
id_148,14.0019231222
id_149,16.7986914333
id_150,50.3598255997
id_151,21.3353000647
id_152,24.4038881372
id_153,15.5200885219
id_154,14.8768843084
id_155,27.7401376061
id_156,21.5169688297
id_157,34.0956137726
id_158,3.97665568253
id_159,19.7993779686
id_160,43.6768006904
id_161,18.6988041366
id_162,55.6920782741
id_163,19.4269611371
id_164,36.5169511648
id_165,24.4742316177
id_166,21.524137854
id_167,1.30526418938
id_168,65.8181620018
id_169,18.3997654349
id_170,17.7367280261
id_171,67.4595703818
id_172,20.8144569268
id_173,2.79946361353
id_174,23.9790397264
id_175,2.6215128951
id_176,6.49878350963
id_177,19.231968683
id_178,20.2718095874
id_179,21.0132436536
id_180,42.5734596796
id_181,27.3507245112
id_182,29.3520312653
id_183,12.8395060692
id_184,8.82616869509
id_185,41.2328187094
id_186,36.3376604675
id_187,32.6576011944
id_188,16.4994555323
id_189,21.6475073976
id_190,14.7482189735
id_191,15.0763799958
id_192,32.9928609915
id_193,77.4467362518
id_194,29.5872627974
id_195,11.6325430258
id_196,61.2446351906
id_197,15.2578148721
id_198,19.739374427
id_199,23.7547161944
id_200,124.322512948
id_201,26.518768469
id_202,58.1164636075
id_203,5.7090693019
id_204,62.7672093842
id_205,35.1673040312
id_206,17.0073308936
id_207,14.63231795
id_208,63.8211144345
id_209,14.472352671
id_210,28.3493817482
id_211,72.0087374455
id_212,20.6995756116
id_213,117.156648905
id_214,39.6534836109
id_215,83.1112668822
id_216,91.7505725114
id_217,70.386482054
id_218,29.3313717715
id_219,19.5789489058
id_220,31.9305032062
id_221,55.7635015228
id_222,28.7450789531
id_223,39.3884490778
id_224,44.1624601454
id_225,8.22815153812
id_226,4.2246172539
id_227,68.7924001563
id_228,28.4189906394
id_229,1.87164990635
id_230,40.2758524465
id_231,15.1275063169
id_232,21.5771062852
id_233,8.34443728456
id_234,12.1233160992
id_235,21.913528224
id_236,12.6352317207
id_237,0.732248335455
id_238,21.8023453775
id_239,1.04666338603
