3.190546875000000071e+01,1.870186208482983403e+01
4.270920138888888573e+01,2.622001565388545075e+01
2.141423611111111214e+01,1.666109090398699522e+01
1.367718581597222055e+03,1.846960614574748206e+03
2.511565104166666515e+03,3.193118777956192389e+03
7.361614583333333712e+02,1.149398702390170001e+03
1.544294999999999845e+03,1.712101359555463432e+03
1.253769965277777828e+03,1.783260046109177210e+03
7.943672743055556111e+02,9.786343754128978389e+02
5.090855038194444933e+04,9.807339548496445059e+04
