id,value
id_0,24.5265843793
id_1,62.9085147748
id_2,19.3110590302
id_3,29.1264428232
id_4,9.45622927895
id_5,33.1865247826
id_6,41.4489777812
id_7,17.6123717771
id_8,52.6551894353
id_9,31.930277047
id_10,38.5657276868
id_11,58.8686196457
id_12,36.6304233625
id_13,41.2149586745
id_14,25.5460921906
id_15,13.1355535353
id_16,51.8921160841
id_17,24.1783646908
id_18,18.7583352202
id_19,19.2240298622
id_20,16.5365978242
id_21,30.9111146872
id_22,40.9699351086
id_23,12.2542009621
id_24,62.2423939079
id_25,45.0578948295
id_26,29.796554671
id_27,6.40721829843
id_28,27.8589365069
id_29,37.2991040633
id_30,17.1698930912
id_31,11.0572152936
id_32,16.5055898504
id_33,7.27684193514
id_34,14.8181925168
id_35,40.6156012236
id_36,22.6141046578
id_37,28.5782308411
id_38,3.44988924209
id_39,58.8043032016
id_40,48.1729636989
id_41,20.4431198888
id_42,51.7829927212
id_43,20.2552353869
id_44,44.2358896476
id_45,48.9201591825
id_46,57.8014926698
id_47,41.397332177
id_48,55.4814059848
id_49,39.8094029934
id_50,31.2985860063
id_51,24.3645818668
id_52,39.8140137036
id_53,23.7961941504
id_54,37.9951197499
id_55,38.0869231385
id_56,25.98871445
id_57,22.0989320346
id_58,35.9920591514
id_59,31.7158283377
id_60,12.7113445787
id_61,22.9867348198
id_62,31.986191654
id_63,52.720357752
id_64,51.3156087885
id_65,25.9737949988
id_66,39.0929776889
id_67,53.7196216156
id_68,29.2540228142
id_69,41.3111152603
id_70,64.440420639
id_71,55.3546258278
id_72,42.4587908858
id_73,13.6484746122
id_74,13.9885409102
id_75,36.2283683173
id_76,61.8622465976
id_77,3.44782872501
id_78,40.2383773071
id_79,42.9433912525
id_80,7.80771196862
id_81,22.8342117221
id_82,5.49506223627
id_83,30.7188691346
id_84,9.98579451125
id_85,6.02574589289
id_86,16.8688420243
id_87,10.9858528345
id_88,21.241407914
id_89,26.5340948324
id_90,34.2445909656
id_91,12.1905589831
id_92,13.3395908827
id_93,9.64788864442
id_94,37.5483927346
id_95,16.1384853309
id_96,17.042877167
id_97,9.24912373754
id_98,12.4123636262
id_99,4.62461735842
id_100,10.2872122437
id_101,18.9813631726
id_102,13.2392862976
id_103,7.88000485563
id_104,13.0385547568
id_105,36.1132466693
id_106,26.9194259745
id_107,8.12030095465
id_108,17.9078042071
id_109,15.4740488524
id_110,12.0917155174
id_111,18.095065897
id_112,16.3550316392
id_113,26.743197114
id_114,19.2512162916
id_115,17.019313888
id_116,6.63490329776
id_117,47.1406574157
id_118,28.1934672465
id_119,1.31545625621
id_120,-1.95490906282
id_121,9.44806705767
id_122,13.916310188
id_123,13.6579153854
id_124,8.7618854238
id_125,25.4566218771
id_126,20.7346885564
id_127,10.9437002438
id_128,21.0188455375
id_129,14.0622720017
id_130,-1.77258842684
id_131,33.4103150265
id_132,14.6395248194
id_133,22.2921664686
id_134,26.4009628188
id_135,24.2366760987
id_136,10.61834772
id_137,21.7760126648
id_138,78.4199157652
id_139,61.4632154496
id_140,27.7462099336
id_141,18.7971882075
id_142,24.0065069007
id_143,7.72135250086
id_144,12.3353590726
id_145,10.3110049116
id_146,20.153070627
id_147,9.15487208442
id_148,13.375801362
id_149,16.1100728934
id_150,45.5026121931
id_151,22.6822512059
id_152,22.5400185383
id_153,15.2892862602
id_154,14.2297963246
id_155,26.0332864279
id_156,26.0086407189
id_157,35.3826355563
id_158,5.98812213757
id_159,22.7985544256
id_160,42.2360268404
id_161,19.3897510024
id_162,63.8406908066
id_163,16.6883978052
id_164,33.4382012492
id_165,24.0487364895
id_166,24.5783345959
id_167,-0.261311987449
id_168,66.8756149386
id_169,16.2809021644
id_170,16.8388274931
id_171,68.6144401035
id_172,19.8328389031
id_173,1.79582286395
id_174,26.5855789161
id_175,-0.680309071231
id_176,7.48875485229
id_177,20.3561260868
id_178,20.7550937153
id_179,25.3036620233
id_180,43.0120670075
id_181,31.1658218173
id_182,28.8663660554
id_183,13.3008558203
id_184,5.90323909681
id_185,41.7431693863
id_186,36.4936686283
id_187,34.5891712345
id_188,18.4181713307
id_189,23.1331366188
id_190,14.5303858398
id_191,16.5409884991
id_192,30.3026963222
id_193,59.4301393113
id_194,29.6602500071
id_195,10.6865531957
id_196,64.017591113
id_197,16.2531006619
id_198,20.2713034244
id_199,22.1128942944
id_200,123.550614129
id_201,24.0562351077
id_202,58.7785881408
id_203,5.84506569141
id_204,60.4201798489
id_205,36.1964065522
id_206,14.7206397963
id_207,15.1922443428
id_208,63.5311244426
id_209,14.2661521602
id_210,36.1236710505
id_211,69.6355949004
id_212,18.9400722331
id_213,113.203928159
id_214,41.1860421405
id_215,79.490672506
id_216,90.680946309
id_217,73.1427697089
id_218,30.5678156072
id_219,18.9344214861
id_220,29.3999951919
id_221,58.5027824108
id_222,28.0489494749
id_223,39.5192344491
id_224,43.7249886495
id_225,10.6284957615
id_226,2.26916388663
id_227,78.4393793461
id_228,30.7464158169
id_229,0.44679109089
id_230,41.6658067192
id_231,15.7515801357
id_232,22.6654618886
id_233,7.53018859273
id_234,14.1138321241
id_235,25.5650609088
id_236,13.4914324786
id_237,2.03147586069
id_238,21.9339788741
id_239,10.7928176893
