2.252741319444444201e+01,6.289606194843627485e+00
1.702395833333385289e+00,1.252545585081999702e-01
3.883628472222265815e-01,3.235445673966635960e-01
1.404270833333327861e-01,1.046357350252343776e-01
2.135729166666659573e+00,2.281956965702078399e+00
1.012598958333335020e+01,6.187017929584714970e+00
1.224772569444447434e+01,7.576475724957278501e+00
3.190546875000000426e+01,1.870186208482968482e+01
4.270920138888888573e+01,2.622001565388524469e+01
2.141423611111111214e+01,1.666109090398692061e+01
2.006250000000001366e-01,2.045265440104719445e+00
7.322916666666667140e+01,1.336019104882542941e+01
2.763124999999998721e+00,1.816782667836954523e+00
1.839652777777719628e+00,1.818229954074908339e-01
1.563292708333333394e+02,9.573756969370582226e+01
1.584827951388888607e+02,9.468921117357206185e+01
2.297239583333331669e+00,1.065315396485333688e+00
1.712760416666665009e+00,1.062590854724560163e+00
