id,value
id_0,24.3896670024
id_1,64.0200371868
id_2,21.7442076114
id_3,29.3085410103
id_4,9.28721268986
id_5,33.5741269071
id_6,44.6196823881
id_7,17.512455063
id_8,54.1910431507
id_9,32.6275030571
id_10,40.0803433247
id_11,60.1721042928
id_12,36.5580937095
id_13,40.9501543541
id_14,25.7248350588
id_15,13.5761495392
id_16,53.0678058167
id_17,24.3464713128
id_18,16.8192361539
id_19,18.5696702811
id_20,15.8167286247
id_21,31.283629903
id_22,42.4625310562
id_23,11.5758481149
id_24,66.3226226028
id_25,45.3200071753
id_26,30.4256071435
id_27,6.18109720008
id_28,28.34789619
id_29,36.8231776748
id_30,17.2132329462
id_31,11.2678609399
id_32,16.0278223394
id_33,7.13960887046
id_34,14.1721747317
id_35,42.6967495838
id_36,23.3298536556
id_37,29.9893799314
id_38,6.20128153527
id_39,58.9818047687
id_40,48.9049530034
id_41,20.8624135977
id_42,52.1996235237
id_43,19.3160880605
id_44,45.145240366
id_45,50.3106391214
id_46,57.0743353366
id_47,41.1880018414
id_48,55.9187380796
id_49,39.5243691556
id_50,30.4835780687
id_51,23.6023664529
id_52,41.2044267609
id_53,22.9441525576
id_54,39.4490948188
id_55,38.7230206334
id_56,25.6142494547
id_57,21.5796464079
id_58,37.5554664916
id_59,33.5890042556
id_60,13.0169542134
id_61,24.9333202688
id_62,34.1422426097
id_63,54.5148762738
id_64,51.7189661887
id_65,25.1744264955
id_66,40.2443905438
id_67,54.0097908831
id_68,29.2250742897
id_69,41.0137344499
id_70,65.563481012
id_71,56.9009166774
id_72,44.2231838835
id_73,14.3206650837
id_74,14.3082766851
id_75,36.9200929826
id_76,63.8932143175
id_77,2.79330232912
id_78,42.5160049873
id_79,42.5109550879
id_80,7.54436220868
id_81,22.5670523367
id_82,3.85670231002
id_83,31.5782376566
id_84,9.5972066577
id_85,5.83410666519
id_86,17.1479593434
id_87,9.75483136028
id_88,20.6922239856
id_89,23.7115174322
id_90,35.39944166
id_91,11.3062525719
id_92,12.8974899011
id_93,9.27713065975
id_94,38.9478279856
id_95,15.9244399868
id_96,17.1928799759
id_97,8.25395153028
id_98,11.3056203127
id_99,4.97162058565
id_100,9.0680426876
id_101,18.0688130682
id_102,12.9858522657
id_103,8.05620880822
id_104,12.3600026926
id_105,36.258657933
id_106,26.0510323346
id_107,7.77234323494
id_108,17.0091773319
id_109,14.7144827238
id_110,11.4221604812
id_111,17.1313764152
id_112,15.8219172893
id_113,26.914432318
id_114,18.1527127869
id_115,15.9848272918
id_116,5.24964261882
id_117,46.289710188
id_118,28.0861693872
id_119,1.08062878697
id_120,-3.98921702742
id_121,7.61790619473
id_122,13.3834540337
id_123,13.713422897
id_124,7.61240902028
id_125,24.4932347996
id_126,21.8614833369
id_127,9.73051109512
id_128,19.9080836028
id_129,12.8393401062
id_130,-4.2932549823
id_131,32.8330387277
id_132,14.4791200445
id_133,20.5822297023
id_134,27.1605959329
id_135,23.1591122104
id_136,9.43720956624
id_137,22.2946878584
id_138,80.7503009752
id_139,62.9629478453
id_140,28.2152095112
id_141,18.1541180025
id_142,23.9429402585
id_143,6.7983616096
id_144,11.623803217
id_145,10.3224117218
id_146,19.4259251346
id_147,8.31423516491
id_148,15.5665019876
id_149,17.1357664558
id_150,46.4326866079
id_151,23.277168916
id_152,22.8261757365
id_153,15.1922058307
id_154,15.3025041897
id_155,28.1294579378
id_156,26.8479188434
id_157,35.6930872992
id_158,5.4316332071
id_159,23.6689165976
id_160,43.873970933
id_161,19.2516617294
id_162,64.5110762444
id_163,16.7044835656
id_164,32.8130811936
id_165,24.2826922133
id_166,24.9238205795
id_167,-0.861413450865
id_168,69.232082958
id_169,17.0327890534
id_170,16.1032895632
id_171,69.972189417
id_172,20.7070217139
id_173,2.13720860491
id_174,28.3821080661
id_175,-1.50247799619
id_176,6.93504878829
id_177,20.6771069834
id_178,21.2109489359
id_179,24.9709372464
id_180,42.3457398226
id_181,32.0730493843
id_182,30.0680742701
id_183,13.4330886257
id_184,6.09332280124
id_185,41.796842901
id_186,36.5898953679
id_187,34.9297904408
id_188,18.0528977259
id_189,23.8336792027
id_190,14.5872254801
id_191,16.3685285662
id_192,30.449478894
id_193,60.1477047567
id_194,32.0376583109
id_195,11.1649650222
id_196,66.4251124381
id_197,15.3596789647
id_198,20.6524286347
id_199,23.1994950269
id_200,125.291108733
id_201,24.0497201635
id_202,59.4490297509
id_203,5.35921814246
id_204,62.3272391437
id_205,36.8462740481
id_206,13.7538608126
id_207,15.0401291918
id_208,64.7914453228
id_209,13.3504561024
id_210,35.8209392454
id_211,70.9963439539
id_212,17.5294208766
id_213,113.574044267
id_214,42.2098634164
id_215,80.8829742732
id_216,91.2753602985
id_217,72.300045564
id_218,30.9218136519
id_219,18.6016019136
id_220,29.1059719951
id_221,61.5404034932
id_222,28.200935222
id_223,39.7072799631
id_224,44.9816770707
id_225,10.0953824673
id_226,3.35881317727
id_227,80.4068924354
id_228,32.0837011934
id_229,0.195675378058
id_230,42.2289814932
id_231,16.3276155799
id_232,23.7290312377
id_233,7.01166470478
id_234,15.2492315983
id_235,27.2571129618
id_236,13.8472207111
id_237,2.01485914251
id_238,22.2593586902
id_239,11.3268091264
