id,value
id_0,25.5705891849
id_1,64.1125397629
id_2,22.1830480192
id_3,30.8624920903
id_4,9.75187622903
id_5,36.3652111639
id_6,41.7050410993
id_7,16.4635611126
id_8,51.5949133309
id_9,32.3753531892
id_10,38.6899698794
id_11,52.2976601883
id_12,35.2142193074
id_13,38.6351063879
id_14,29.6826584525
id_15,12.8876138838
id_16,48.3080024724
id_17,26.0246320458
id_18,17.7985518057
id_19,18.9989563049
id_20,15.7206759658
id_21,31.3433638622
id_22,37.7036931031
id_23,16.30606662
id_24,62.8621455831
id_25,43.1053372769
id_26,25.8287103785
id_27,7.67491667669
id_28,28.9518806866
id_29,36.2326834617
id_30,15.5282655021
id_31,11.1157028861
id_32,16.7177554757
id_33,9.02703227568
id_34,17.7178442149
id_35,39.6331692839
id_36,19.1662429291
id_37,27.2099326281
id_38,4.53632293533
id_39,60.4557138394
id_40,46.7669774262
id_41,17.7937705277
id_42,52.6127396724
id_43,18.9974632883
id_44,44.093838185
id_45,50.500457715
id_46,60.8111351682
id_47,39.4966063526
id_48,51.5490843718
id_49,37.2181622044
id_50,29.4835596841
id_51,23.7654065833
id_52,38.0410766794
id_53,24.0100710985
id_54,38.2957435535
id_55,41.0532740338
id_56,25.448540212
id_57,22.1156481883
id_58,35.8677443626
id_59,34.5203419657
id_60,14.2018007946
id_61,24.737602686
id_62,32.2825653029
id_63,55.1293900899
id_64,49.9981873368
id_65,27.3663519713
id_66,38.6643901396
id_67,50.9978736016
id_68,26.8367963042
id_69,38.4646859821
id_70,63.2375651088
id_71,53.1296246428
id_72,43.0802821524
id_73,14.1433751646
id_74,11.7451865209
id_75,38.7429814683
id_76,62.2909840503
id_77,2.1576097441
id_78,42.0579647177
id_79,39.6921977082
id_80,9.67115008301
id_81,22.9807436494
id_82,5.17665727326
id_83,29.3129102778
id_84,9.93861880185
id_85,5.0611474761
id_86,15.8905326225
id_87,11.5699301069
id_88,15.5244847096
id_89,27.0174860254
id_90,33.8802925596
id_91,10.7722088916
id_92,14.380174794
id_93,9.63519092581
id_94,37.6711013819
id_95,16.7532603249
id_96,15.3004795892
id_97,7.78187071875
id_98,9.78595967945
id_99,6.98472728045
id_100,11.2965146103
id_101,16.9400080861
id_102,9.78713624942
id_103,6.72983723109
id_104,13.1328142441
id_105,36.6050567226
id_106,24.5657969433
id_107,7.24907491768
id_108,17.0852315933
id_109,15.7110292553
id_110,13.5908758754
id_111,15.1160896828
id_112,14.4993005075
id_113,26.1859062809
id_114,23.1771358557
id_115,17.862025355
id_116,7.50712120937
id_117,45.0958640963
id_118,26.7761084148
id_119,1.47509500158
id_120,0.123931179099
id_121,10.6170791736
id_122,13.8606122594
id_123,13.589959334
id_124,6.28984705294
id_125,27.2454182773
id_126,22.0818409349
id_127,10.9472943083
id_128,22.0159285926
id_129,18.0831471352
id_130,3.94982013807
id_131,34.9275328921
id_132,17.8777251429
id_133,23.7519876441
id_134,26.2964944133
id_135,22.3291450207
id_136,9.28769005825
id_137,22.2244860896
id_138,76.7157981606
id_139,59.1315315168
id_140,29.1073309993
id_141,18.8415921909
id_142,23.33912585
id_143,6.94211478656
id_144,10.9520248584
id_145,11.3395237589
id_146,19.2696670379
id_147,7.78012410959
id_148,10.8451975852
id_149,14.1948942238
id_150,43.3805036331
id_151,19.8268080732
id_152,25.0001144675
id_153,14.1208449703
id_154,14.707497836
id_155,25.0025066349
id_156,20.1117046122
id_157,36.3289103674
id_158,3.14673748896
id_159,18.4503787852
id_160,45.7855870504
id_161,18.802714085
id_162,58.3272738227
id_163,17.5185145248
id_164,36.3728465351
id_165,25.3620079772
id_166,23.1566006898
id_167,0.357096023021
id_168,74.419554082
id_169,18.1981361885
id_170,17.3800376679
id_171,75.5670237381
id_172,20.4765065681
id_173,1.53607941151
id_174,27.3994585427
id_175,4.2990921401
id_176,6.78665913417
id_177,20.011660942
id_178,20.4842389099
id_179,21.7129533948
id_180,45.7281425294
id_181,30.0598853256
id_182,28.6983435373
id_183,12.3579654674
id_184,6.70348132188
id_185,40.899876627
id_186,38.0182893539
id_187,35.8537237231
id_188,16.1236575921
id_189,22.7989273426
id_190,14.4267547304
id_191,16.0585978462
id_192,31.4983230522
id_193,78.1911650116
id_194,28.0260286152
id_195,12.8963957536
id_196,65.1095232699
id_197,15.556931715
id_198,18.4253833418
id_199,24.3671824392
id_200,155.532876481
id_201,25.8408784208
id_202,55.5643972365
id_203,6.63395443
id_204,62.5150708569
id_205,35.385041373
id_206,13.4028103531
id_207,14.1953827531
id_208,65.373858439
id_209,13.6379477185
id_210,32.527053359
id_211,73.1031614781
id_212,21.294491151
id_213,97.6598054919
id_214,40.4119497647
id_215,73.3471410909
id_216,102.755134999
id_217,78.8475710288
id_218,29.2889612941
id_219,22.9480990017
id_220,32.0618828875
id_221,55.7801708733
id_222,28.0718526944
id_223,39.2371369447
id_224,46.2227350421
id_225,6.93596110797
id_226,5.04590387696
id_227,78.2984855898
id_228,29.4019783844
id_229,-1.42427452186
id_230,39.081777232
id_231,12.8997554815
id_232,20.0389074351
id_233,8.75382058181
id_234,11.3756575146
id_235,21.9613503416
id_236,11.5220107824
id_237,-2.40519914568
id_238,22.7932284514
id_239,1.5006928138
