id,value
id_0,26.6310971754
id_1,62.8171187928
id_2,20.7800283484
id_3,27.8125672317
id_4,10.0823759611
id_5,34.80881225
id_6,38.9826809345
id_7,15.340694709
id_8,45.5484508791
id_9,34.0164098839
id_10,37.6470751739
id_11,59.1770448419
id_12,35.644196174
id_13,39.3448726374
id_14,29.900741577
id_15,11.4259289449
id_16,54.0701432079
id_17,20.8539821297
id_18,18.2274296454
id_19,19.0089542639
id_20,14.9985364679
id_21,25.4748277359
id_22,37.3317125838
id_23,7.81446836391
id_24,57.0043359647
id_25,44.6070738548
id_26,27.6891482044
id_27,8.947277361
id_28,30.6826848963
id_29,34.8575730059
id_30,18.042542866
id_31,11.9681047296
id_32,17.2579260062
id_33,6.18205524411
id_34,17.8707433701
id_35,40.3857108501
id_36,20.7330372837
id_37,28.4175675068
id_38,6.89398131521
id_39,60.3263336798
id_40,46.6728175421
id_41,17.581387098
id_42,50.3549602646
id_43,18.3204301951
id_44,44.5489371889
id_45,50.5036412687
id_46,62.0123596176
id_47,40.6397620801
id_48,51.4147473388
id_49,41.8963717822
id_50,30.4373160137
id_51,24.6101576242
id_52,41.9541931671
id_53,25.7681906609
id_54,39.8782287867
id_55,39.8027649571
id_56,25.6933481573
id_57,21.2618455213
id_58,39.4424794879
id_59,31.8482752679
id_60,13.2054463889
id_61,25.1184224163
id_62,30.2308770824
id_63,55.189691271
id_64,48.3166811588
id_65,26.6441500097
id_66,40.8149951678
id_67,55.0073222469
id_68,29.0039506417
id_69,37.2800357002
id_70,65.0264223083
id_71,52.5713151617
id_72,43.0890151539
id_73,11.7773594222
id_74,11.9679750522
id_75,35.2849204558
id_76,61.9750575693
id_77,2.79627291682
id_78,44.402369544
id_79,39.076865435
id_80,7.13725947774
id_81,20.8072714206
id_82,8.71493925451
id_83,34.7468476505
id_84,9.66690314254
id_85,6.26636277284
id_86,15.9305524551
id_87,11.9188318154
id_88,12.1060081978
id_89,24.7866204046
id_90,30.921974741
id_91,11.7322422907
id_92,12.2561397119
id_93,8.39902153899
id_94,36.4957217304
id_95,16.9541185931
id_96,16.195644241
id_97,9.37071136137
id_98,10.6090714204
id_99,3.73871651359
id_100,13.3190985264
id_101,19.4792101467
id_102,11.9040372991
id_103,6.38736343405
id_104,13.2108133603
id_105,37.7490286096
id_106,27.1931921405
id_107,9.46231924112
id_108,16.2343824755
id_109,17.1184140875
id_110,14.3673259361
id_111,16.5021795533
id_112,13.6004501923
id_113,27.9606008404
id_114,23.5519121807
id_115,15.7391198821
id_116,10.6439290992
id_117,44.3632868769
id_118,29.1140871147
id_119,1.23382640968
id_120,2.89097924285
id_121,12.7717207532
id_122,16.3941783739
id_123,15.7314488921
id_124,6.46991385884
id_125,26.7884886472
id_126,22.0468242413
id_127,13.3553063072
id_128,20.6299117072
id_129,18.0282727299
id_130,4.6390982891
id_131,37.5054624298
id_132,14.9209881233
id_133,26.8688622487
id_134,23.8132683412
id_135,19.9124810649
id_136,10.9718690081
id_137,19.6384483459
id_138,77.5118544749
id_139,64.0777746336
id_140,26.911587671
id_141,17.9851058566
id_142,26.2591806615
id_143,8.26504648512
id_144,13.6322104502
id_145,10.6361639062
id_146,20.9237354437
id_147,8.2364174052
id_148,13.736959442
id_149,18.0416561493
id_150,50.6480444085
id_151,20.1780562887
id_152,25.5630722548
id_153,15.4900753888
id_154,14.9169419654
id_155,27.8115882258
id_156,20.6054010217
id_157,33.8835623973
id_158,2.74912562897
id_159,18.1093751267
id_160,41.6028121229
id_161,18.5528983782
id_162,54.2867175706
id_163,20.7323115386
id_164,35.9268691297
id_165,24.5580751953
id_166,20.8039013976
id_167,1.52475217646
id_168,66.8052088015
id_169,18.9647751768
id_170,18.2011578255
id_171,67.5659670278
id_172,21.299567838
id_173,2.75508511398
id_174,24.5881723557
id_175,1.41791303273
id_176,7.01513371196
id_177,17.4640727401
id_178,21.4918452519
id_179,21.3949482742
id_180,43.0361061147
id_181,27.3703441921
id_182,29.9129557563
id_183,12.7852093098
id_184,9.92319520266
id_185,41.3524594952
id_186,36.9336616809
id_187,33.6275235979
id_188,16.0926047485
id_189,23.1526434269
id_190,13.9123422596
id_191,13.3955438246
id_192,34.0071649115
id_193,77.9948043948
id_194,32.1342045913
id_195,12.5242703866
id_196,62.4846253161
id_197,15.9861155312
id_198,20.0275591722
id_199,22.9162541259
id_200,126.666280002
id_201,25.4000154092
id_202,60.4818507613
id_203,3.82029614321
id_204,59.7953112499
id_205,34.4132204206
id_206,17.7100612312
id_207,14.9986964141
id_208,64.7710553014
id_209,12.8417960764
id_210,30.5270606529
id_211,71.8720370445
id_212,21.3873884574
id_213,114.857261818
id_214,40.2021946824
id_215,78.5659532348
id_216,91.4885723689
id_217,68.7037064176
id_218,28.7286906928
id_219,20.1500724875
id_220,30.8594619323
id_221,53.7343674179
id_222,27.5230386225
id_223,41.0287533535
id_224,43.2325331063
id_225,6.87590331716
id_226,7.61430992726
id_227,70.4462841305
id_228,27.4822521847
id_229,2.47023420489
id_230,38.0079839747
id_231,15.2927221757
id_232,21.4903972239
id_233,8.85264747095
id_234,12.3136079045
id_235,23.3380857888
id_236,12.892291329
id_237,0.482428528403
id_238,22.9797106157
id_239,1.9008860362
