2.252741319444444557e+01,6.289606194843584852e+00
1.702395833333333108e+00,1.252545585081969448e-01
3.883628472222222516e-01,3.235445673966622637e-01
1.404270833333333690e-01,1.046357350252332952e-01
2.135729166666666679e+00,2.281956965702020224e+00
1.012598958333333243e+01,6.187017929584704312e+00
1.224772569444444414e+01,7.576475724957322022e+00
3.190546875000000071e+01,1.870186208482983403e+01
4.270920138888888573e+01,2.622001565388545075e+01
2.141423611111111214e+01,1.666109090398699522e+01
2.006249999999999978e-01,2.045265440104562682e+00
7.322916666666667140e+01,1.336019104882527841e+01
2.763124999999999609e+00,1.816782667836958964e+00
1.839652777777778025e+00,1.818229954074858379e-01
1.563292708333333394e+02,9.573756969370595016e+01
1.584827951388889176e+02,9.468921117357199080e+01
2.297239583333333002e+00,1.065315396485339017e+00
1.712760416666666563e+00,1.062590854724559941e+00
