3.858164675532078292e+01,1.364022309230408148e+01
1.897783665120850201e+05,1.055483568808909040e+05
6.692054912318418092e-01,4.704992048206439459e-01
1.077648843708731192e+03,7.385178676946586165e+03
8.730382973495899535e+01,4.029540308275458074e+02
4.043745585209299520e+01,1.234723907570695545e+01
2.948312398267866410e-02,1.691563459729440444e-01
6.427935259973588389e-02,2.452499081123463431e-01
2.149811123736985834e-04,1.466065808533015789e-02
6.970301894904947781e-01,4.595422770859743933e-01
3.427413162986394507e-02,1.819324477130821738e-01
7.803814379165259496e-02,2.682316012426244067e-01
3.986364055158011371e-02,1.956387760991491198e-01
4.299622247473971668e-04,2.073107226442559917e-02
5.638647461687294749e-02,2.306665127346412270e-01
2.865391112066582868e-02,1.668318449761355959e-01
3.608611529129941015e-02,1.865044438464516785e-01
1.329811737968735613e-02,1.145481446984262380e-01
5.159546696968766652e-03,7.164443994371308411e-02
1.022695863149166232e-02,1.006099793690215516e-01
1.983968551334418587e-02,1.394491749422391291e-01
1.578575596572586934e-02,1.246457615578237949e-01
3.276926384324805458e-02,1.780321296576394541e-01
4.244341390006449444e-02,2.015985379822257118e-01
1.644605509658794151e-01,3.706929701813402867e-01
1.268388563004821737e-02,1.119062316199460477e-01
3.225023801480298435e-01,4.674340541155334039e-01
5.291606523141181156e-02,2.238659314675015000e-01
1.566290961579803976e-03,3.954538777410486483e-02
1.768987438960719846e-02,1.318216322675538343e-01
2.239181843309480668e-01,4.168678820164425369e-01
1.364515831823346903e-01,3.432674593220189641e-01
7.063665120850096428e-04,2.656816814226913709e-02
4.599367341297871947e-01,4.983923501898283037e-01
1.283744356745800119e-02,1.125728369106818172e-01
3.280918890697460122e-01,4.695184782268760904e-01
3.147937716900586769e-02,1.746093525045733785e-01
3.049660636958324497e-02,1.719493046496776700e-01
1.157826848069776760e-01,3.199641459693530754e-01
2.764042873376124760e-04,1.662311306607953607e-02
1.258867970885415022e-01,3.317217379179879799e-01
1.248733147016369283e-01,3.305752107721066646e-01
3.052731795706519966e-02,1.720331387129148126e-01
4.207487485028101049e-02,2.007600053711202925e-01
6.148459813887779957e-02,2.402170733535508584e-01
1.011946807530481190e-01,3.015863348037731151e-01
4.576026534811584306e-03,6.749138104946429684e-02
1.271459721753017413e-01,3.331364194063072826e-01
1.993182027579005686e-02,1.397660288348991087e-01
1.120972943091428364e-01,3.154861184230730031e-01
2.850035318325604139e-02,1.663973649180382763e-01
4.904640520868523701e-02,2.159649400823366316e-01
5.660145572924664414e-02,2.310794905190786397e-01
4.051779736494579565e-01,4.909264540832853907e-01
2.550597340376524191e-01,4.358947878908528417e-01
3.012806731979976102e-02,1.709396585914600419e-01
1.556463253585577966e-01,3.625197191339169511e-01
1.058321304628236231e-01,3.076226432247146092e-01
4.815576917170848875e-02,2.140952850186261802e-01
9.551303706888608983e-03,9.726292358542405758e-02
3.190933939375326100e-02,1.757587364918771211e-01
9.594299929363349355e-02,2.945130560435636480e-01
8.322840207610331456e-03,9.084916366423510803e-02
8.542735173981143015e-01,3.528317940185157764e-01
5.835201621571819118e-04,2.414911315923520471e-02
3.716102085316789864e-03,6.084646802082881861e-02
2.303369061146770796e-03,4.793812211712702304e-02
1.811983661435459655e-03,4.252881819010365799e-02
2.917600810785909559e-03,5.393596588820896709e-02
2.149811123736986105e-03,4.631618978141043702e-02
8.599244494947943336e-04,2.931185731809769768e-02
3.255428273087435792e-03,5.696341334442548560e-02
2.764042873376124868e-03,5.250145655473077710e-02
8.906360369767512934e-04,2.983023306021500773e-02
4.207487485028101222e-03,6.472854497123971262e-02
8.906360369767512934e-04,2.983023306022404217e-02
1.965541598845244129e-03,4.429083703281688766e-02
1.351309849206105366e-03,3.673532102618420198e-02
3.071158748195693952e-05,5.541718531318613403e-03
3.992506372654402612e-04,1.997726798623921177e-02
6.142317496391388717e-04,2.477608663604668679e-02
3.992506372654402612e-04,1.997726798624412450e-02
3.071158748195694250e-03,5.533287207564287907e-02
1.320598261724148514e-03,3.631603340061420604e-02
7.370780995669666026e-04,2.713917492190493636e-02
2.241945886182856659e-03,4.729608403267016037e-02
2.487638586038512338e-03,4.981415702694359099e-02
1.904118423881330426e-03,4.359464137836943642e-02
5.528085746752249520e-04,2.350538188064427852e-02
1.974755075089831488e-02,1.391315384455455439e-01
1.044193974386535984e-03,3.229711493818126361e-02
4.299622247473971668e-04,2.073107226442627571e-02
9.520592119406652131e-04,3.084076515260365803e-02
6.080894321427474797e-03,7.774263338531423040e-02
1.842695248917416507e-03,4.288705775799027398e-02
1.136328736832406972e-03,3.369031750865886243e-02
3.501120972943091471e-03,5.906659906307213520e-02
3.685390497834833013e-04,1.919383309170256610e-02
2.456926998556555487e-03,4.950646935785851105e-02
1.566290961579803976e-03,3.954538777410498279e-02
5.528085746752249520e-04,2.350538188064715817e-02
5.835201621571819118e-04,2.414911315923780333e-02
8.958570068486839677e-01,3.054459528767969334e-01
2.057676361291115117e-03,4.531492391345282728e-02
4.913853997113110323e-04,2.216176753105380745e-02
1.790485550198089859e-02,1.326056999206416120e-01
