id,value
id_0,24.7285298812
id_1,63.961539599
id_2,20.2021712329
id_3,27.8564120782
id_4,8.89266854123
id_5,33.2004320529
id_6,40.5152587743
id_7,17.6734028634
id_8,52.492067986
id_9,31.5320641456
id_10,36.864425535
id_11,60.008539018
id_12,34.7180979796
id_13,40.9932693175
id_14,26.4093532649
id_15,13.1448356249
id_16,52.196400982
id_17,23.3610667339
id_18,18.9836669153
id_19,19.378762824
id_20,16.4945263134
id_21,32.230895909
id_22,40.2241668045
id_23,10.3429059184
id_24,60.8107959554
id_25,46.2525575695
id_26,28.4390356666
id_27,5.66473361565
id_28,29.2318921752
id_29,38.2116137311
id_30,17.7321524455
id_31,11.0027190524
id_32,15.9684305734
id_33,5.05174618844
id_34,14.8968937329
id_35,42.7099773262
id_36,21.1622313718
id_37,28.4298447029
id_38,2.77987062687
id_39,59.9944314073
id_40,49.1031405943
id_41,21.3940010165
id_42,52.3965204705
id_43,19.2216557712
id_44,45.3322013846
id_45,49.5397556131
id_46,56.8698346277
id_47,42.8240228982
id_48,55.7499486075
id_49,40.0100017079
id_50,30.8784768724
id_51,23.7718778839
id_52,40.6790376846
id_53,22.8533498619
id_54,37.3714457155
id_55,39.044022762
id_56,24.4814188017
id_57,22.2234696847
id_58,37.0075280702
id_59,32.3180713177
id_60,13.9759259949
id_61,22.7294621256
id_62,33.8671028549
id_63,52.5920525088
id_64,50.2902508748
id_65,26.2753134721
id_66,37.4554915127
id_67,53.0453736757
id_68,28.2635720874
id_69,39.7766699021
id_70,64.255014761
id_71,55.772287531
id_72,40.9820028226
id_73,15.0168364232
id_74,12.6692071056
id_75,34.3988063584
id_76,62.4772982931
id_77,2.53273718188
id_78,40.5316618799
id_79,41.887258881
id_80,8.13265027677
id_81,23.5311666594
id_82,4.46645010545
id_83,32.2564968449
id_84,9.37830424874
id_85,6.0588975475
id_86,17.4614243898
id_87,10.0963682916
id_88,20.5634325505
id_89,27.8606981975
id_90,35.8368538347
id_91,11.8718345397
id_92,12.6344834482
id_93,10.5211940003
id_94,37.9023326832
id_95,15.6532598528
id_96,17.0356916606
id_97,9.3344275978
id_98,13.1650008641
id_99,5.74888033562
id_100,9.20759797176
id_101,19.0208944125
id_102,12.1330452066
id_103,9.3452166662
id_104,13.2184343287
id_105,36.4512697492
id_106,25.5340926195
id_107,7.43502913143
id_108,18.039511178
id_109,16.619961454
id_110,12.527791451
id_111,17.6538929048
id_112,16.6163997082
id_113,26.8378876191
id_114,19.0973317284
id_115,17.2941077838
id_116,6.35326183091
id_117,46.6887567385
id_118,25.8698979259
id_119,0.83866695133
id_120,1.12063626836
id_121,10.0860015767
id_122,12.3330869157
id_123,13.4014640269
id_124,7.96684734311
id_125,25.0048884717
id_126,20.7446829999
id_127,10.3356783918
id_128,20.7765539102
id_129,14.5258096272
id_130,-0.439203169062
id_131,33.4958080484
id_132,14.3081364394
id_133,21.1860990718
id_134,26.4940279799
id_135,24.1956045719
id_136,9.66833738767
id_137,21.9315785336
id_138,79.5098200911
id_139,62.0415717724
id_140,27.9528629458
id_141,18.5607075814
id_142,24.4016936077
id_143,7.20248939601
id_144,11.6277714876
id_145,10.3893700705
id_146,18.9480999611
id_147,8.59023680017
id_148,13.6835436268
id_149,15.0589684572
id_150,47.0443672789
id_151,21.8043976472
id_152,21.5029327757
id_153,14.7955124458
id_154,15.6237403057
id_155,26.5056207395
id_156,26.7223165965
id_157,36.8273659179
id_158,5.09311263333
id_159,24.3415657247
id_160,43.1418264323
id_161,19.5708129106
id_162,64.3454552044
id_163,17.1369438034
id_164,33.5961393736
id_165,23.4071990966
id_166,24.6018283258
id_167,-0.411156648436
id_168,67.5943385
id_169,16.6309459882
id_170,16.2695519603
id_171,69.0925380478
id_172,19.274763267
id_173,1.99728978586
id_174,25.2075319447
id_175,-0.992708393315
id_176,7.16827261634
id_177,18.4195990871
id_178,19.5283597496
id_179,24.8431335386
id_180,43.477343015
id_181,32.1708325128
id_182,26.9461667992
id_183,13.3031312809
id_184,6.24883483765
id_185,42.1074728982
id_186,35.2624793708
id_187,36.1669480168
id_188,17.6528829603
id_189,23.8732082638
id_190,14.555469065
id_191,17.373581599
id_192,30.7402703471
id_193,59.6885450124
id_194,31.1295207094
id_195,10.9110667137
id_196,64.9271240385
id_197,16.1695271359
id_198,21.3913188104
id_199,20.8353783434
id_200,124.125583072
id_201,21.6573366772
id_202,59.0007193924
id_203,6.01544817315
id_204,60.6706539747
id_205,36.9342390953
id_206,14.8485009055
id_207,13.3997014848
id_208,64.0160019493
id_209,14.5602982342
id_210,35.2479453595
id_211,67.746214957
id_212,18.1953956107
id_213,113.372173125
id_214,41.5468923821
id_215,79.4008959293
id_216,91.4715811804
id_217,72.44011929
id_218,30.6871010843
id_219,19.3261189811
id_220,28.4746362564
id_221,58.6245107889
id_222,27.2779133384
id_223,38.0779483825
id_224,41.9793295914
id_225,9.96598603533
id_226,1.34733966073
id_227,80.4386894685
id_228,30.5525130137
id_229,1.10347949762
id_230,41.4745576861
id_231,15.9024847374
id_232,22.1877732957
id_233,7.82549072373
id_234,14.3900076935
id_235,26.0497812865
id_236,12.8977813131
id_237,3.79603097379
id_238,21.7504223807
id_239,12.132718028
