id,value
id_0,25.6372142975
id_1,63.5020940002
id_2,22.0930705295
id_3,30.7314080648
id_4,9.49162413961
id_5,35.9737559653
id_6,41.7841910779
id_7,16.3314534202
id_8,51.1368073914
id_9,32.4451970532
id_10,38.9501506818
id_11,52.6389591654
id_12,35.5510220328
id_13,39.2142073589
id_14,29.1896469407
id_15,12.8662851024
id_16,48.1392645364
id_17,25.1532282059
id_18,18.150052273
id_19,19.0997710319
id_20,15.5606768625
id_21,31.1458158149
id_22,37.5079478807
id_23,14.9591962625
id_24,63.5078608212
id_25,43.2109815095
id_26,26.138656939
id_27,7.98469635434
id_28,28.3160201797
id_29,36.1983628208
id_30,15.4644655749
id_31,11.1656021543
id_32,16.4988572069
id_33,8.57301444159
id_34,17.7548717478
id_35,38.37098131
id_36,19.823820667
id_37,27.33109349
id_38,3.68386640635
id_39,60.7871724098
id_40,46.547713799
id_41,17.1692390966
id_42,52.351793769
id_43,18.9615863818
id_44,43.916540168
id_45,50.5344842741
id_46,61.8298126919
id_47,39.1345081186
id_48,51.9052156048
id_49,37.1746103547
id_50,29.4892194264
id_51,24.0600691303
id_52,38.2204186355
id_53,24.0555132283
id_54,38.6155452531
id_55,40.6961310979
id_56,25.5583104802
id_57,22.341635986
id_58,35.8218559996
id_59,33.5272532129
id_60,14.1503115087
id_61,23.3969123554
id_62,32.3634215454
id_63,55.9933763434
id_64,50.9956699574
id_65,27.6866377343
id_66,38.8421860435
id_67,51.6575314154
id_68,27.3645277986
id_69,39.3994366295
id_70,63.1370791223
id_71,52.5031391911
id_72,43.5790905333
id_73,13.7975019103
id_74,12.1201745852
id_75,38.3863955312
id_76,62.9072305305
id_77,1.99245849869
id_78,41.8704354264
id_79,38.9660772084
id_80,9.54842696624
id_81,22.7727352463
id_82,5.05137886598
id_83,29.2492769454
id_84,9.98123406932
id_85,4.82060814787
id_86,15.5142120187
id_87,11.4819157032
id_88,15.8809053744
id_89,26.9347961162
id_90,32.8655340358
id_91,10.5433207436
id_92,14.6531991258
id_93,9.31080703296
id_94,38.0329155695
id_95,16.4297748757
id_96,15.3311977329
id_97,7.75132352375
id_98,9.57894689533
id_99,6.76347721238
id_100,11.3698643813
id_101,16.6525180497
id_102,9.84820982977
id_103,6.22067058189
id_104,12.8075181025
id_105,36.3146959842
id_106,24.7322947595
id_107,7.04320742405
id_108,16.8204699551
id_109,15.5579516409
id_110,13.6109611947
id_111,15.3901422986
id_112,14.1430019088
id_113,26.5144245026
id_114,23.3229456026
id_115,17.5819245052
id_116,7.45895202113
id_117,44.9137041749
id_118,27.4870879846
id_119,1.22850141933
id_120,-0.0648142410436
id_121,10.9783299414
id_122,14.0355546788
id_123,13.6453257744
id_124,6.1555986404
id_125,27.2174151501
id_126,21.8663080164
id_127,10.9806850845
id_128,22.2756221345
id_129,17.9905994711
id_130,3.79975490969
id_131,34.9819159838
id_132,18.2694767137
id_133,25.6305424991
id_134,25.9366084703
id_135,21.9728768353
id_136,9.34658567933
id_137,21.7773366763
id_138,75.966443703
id_139,58.0854293544
id_140,28.9359823346
id_141,18.2703012708
id_142,23.3622831095
id_143,6.80343272102
id_144,11.6381030646
id_145,11.1140098206
id_146,20.1739553048
id_147,7.44192233287
id_148,11.0161449621
id_149,14.2345921099
id_150,43.4014936974
id_151,20.1910498589
id_152,25.2043125593
id_153,13.865833661
id_154,14.4388041707
id_155,24.9342517784
id_156,19.835867224
id_157,35.8286033178
id_158,3.17914141483
id_159,17.9948105739
id_160,44.7235695051
id_161,18.7065615866
id_162,56.7318112076
id_163,17.4560890794
id_164,36.7261802416
id_165,25.775613931
id_166,22.8038145399
id_167,0.397885406185
id_168,72.7856192125
id_169,18.2682339317
id_170,17.369841952
id_171,74.9188565642
id_172,20.3366103638
id_173,1.37108222265
id_174,28.3161931573
id_175,4.41012244661
id_176,6.52420268689
id_177,21.0219024798
id_178,20.9519170697
id_179,22.0711089167
id_180,45.8004023433
id_181,28.9860662256
id_182,29.5268144926
id_183,12.1829375913
id_184,6.95295714305
id_185,41.1304317241
id_186,38.3166978028
id_187,35.2205150769
id_188,16.4100612968
id_189,22.3230074987
id_190,14.6321534599
id_191,15.9651920107
id_192,31.6835557052
id_193,77.7050592041
id_194,27.8242043918
id_195,12.7122343685
id_196,63.9543849675
id_197,15.0147798156
id_198,18.5682318149
id_199,24.5129083086
id_200,156.944127519
id_201,25.4645644565
id_202,55.5008382899
id_203,6.57199165215
id_204,62.9661860778
id_205,35.2677825657
id_206,13.4995017846
id_207,13.9575669772
id_208,66.1251944133
id_209,13.669908197
id_210,32.0331280877
id_211,73.9236959094
id_212,20.9395747487
id_213,99.8732297183
id_214,39.621682248
id_215,73.1052515149
id_216,102.299115318
id_217,79.5053181389
id_218,29.1412365177
id_219,22.8194170565
id_220,32.2494052241
id_221,55.3357697169
id_222,28.2123922925
id_223,39.3649895303
id_224,45.8168677363
id_225,6.86874985592
id_226,4.93318230155
id_227,79.3271323679
id_228,29.4292375486
id_229,-1.78777690214
id_230,39.427834052
id_231,12.9594181707
id_232,20.2960922999
id_233,8.55769614274
id_234,11.3572487261
id_235,21.8490920652
id_236,11.2815473671
id_237,-2.49578023669
id_238,22.3405513954
id_239,1.24707824497
